1,9.05385e-316,3.30652e-318,1.43813e-305
2,3.01795e-316,1.10217e-318,4.79378e-306
3,1.00598e-316,3.67392e-319,1.59793e-306
4,3.35328e-317,1.22464e-319,5.32642e-307
5,1.11776e-317,4.08197e-320,1.77547e-307
6,3.72586e-318,1.36066e-320,5.91824e-308
7,1.24195e-318,4.53552e-321,1.97275e-308
8,4.13983e-319,1.51184e-321,6.57583e-309
9,1.37993e-319,5.03947e-322,0.001
10,4.59975e-320,1.67982e-322,0.00133333
11,1.53309e-320,5.43472e-323,0.00144444
12,5.10864e-321,1.97626e-323,0.00148148
13,1.70453e-321,4.94066e-324,0.00149383
14,5.68175e-322,0,0.00183128
15,1.87745e-322,0.001,0.000943759
16,6.42285e-323,0.00133333,0.00131459
17,1.97626e-323,0.00144444,0.00177153
18,4.94066e-324,0.00148148,0.00259051
19,0,0.00182716,0.00253017
20,0,0.00260905,0.00217672
21,0,0.00386968,0.00372557
22,0,0.00362323,0.00357519
23,0,0.00354108,0.00352506
24,0,0.00418036,0.00317502
25,0,0.00439345,0.00305834
26,0,0.00446448,0.00335278
27,0,0.00482149,0.00345093
28,0,0.0049405,0.00381698
29,0.000333333,0.00464683,0.00360566
30,0.000777778,0.00588228,0.00453522
31,0.000259259,0.0109608,0.00784507
32,8.64198e-05,0.00932025,0.00628169
33,2.88066e-05,0.00810675,0.0050939
34,9.60219e-06,0.00770225,0.0050313
35,0.0010032,0.00790075,0.0056771
36,0.0003344,0.00896692,0.00589237
37,0.000111467,0.00898897,0.00629746
38,3.71556e-05,0.00999632,0.00709915
39,1.23852e-05,0.0103321,0.00703305
40,4.1284e-06,0.0111107,0.00767768
41,1.37613e-06,0.0107036,0.00755923
42,4.58711e-07,0.0125679,0.00785308
43,1.52904e-07,0.0125226,0.00995103
44,5.09679e-08,0.0125075,0.00898368
45,1.69893e-08,0.0135025,0.00932789
46,5.6631e-09,0.0138342,0.00877596
47,1.8877e-09,0.0136114,0.00892532
48,6.29233e-10,0.0148705,0.0106418
49,2.09744e-10,0.0152902,0.0112139
50,6.99148e-11,0.0154301,0.0110713
51,2.33049e-11,0.0171434,0.0106904
52,0.000333333,0.0190478,0.0112301
53,0.000111111,0.0183493,0.0137434
54,0.00037037,0.0281164,0.0169145
55,0.00112346,0.0227055,0.0133048
56,0.000707819,0.0212352,0.0114349
57,0.00023594,0.0204117,0.0114783
58,7.86465e-05,0.0208039,0.0111594
59,2.62155e-05,0.0219346,0.0117198
60,0.000342072,0.0263115,0.0119066
61,0.000447357,0.0241038,0.0123022
62,0.000482452,0.0290346,0.0124341
63,0.000160817,0.0260115,0.012478
64,5.36058e-05,0.0273372,0.012826
65,1.78686e-05,0.0317791,0.014942
